token,tag,pos
پر,PRT,particle
دې,PRON,pronoun
مسله,PRON,pronoun
مثبتې,NOUN,noun
خبرې,X,other
شوې,VERB,verb
دي,VERB,verb
.,PUNCT,punctuation
ښاغلي,NOUN,noun
هېواد,X,other
وویل,VERB,verb
،,PUNCT,punctuation
پاکستاني,X,other
لوري,X,other
افغانستان,NOUN,proper noun
کې,PRT,particle
سولې,X,other
لپاره,X,other
د,X,other
هر,DET,determiner
ډول,ADJ,adjective
همکارۍ,NOUN,noun
ډاډ,X,other
ورکړی,NOUN,noun
او,CONJ,coordinating conjunction
ټېنګار,CONJ,coordinating conjunction
یې,ADP,adposition
وکړ,VERB,VERB
چې,PRT,particle
"""",PUNCT,punctuation
نه,PRT,particle
غواړي,X,other
پخواني,X,other
سیاست,ADJ,adjective
ته,PRT,particle
دوام,PRON,pronoun
ورکړي,NOUN,noun
او,CONJ,coordinating conjunction
د,X,other
یوې,X,other
ډلې,DET,determiner
ملاتړ,X,other
وکړي,VERB,verb
دا,DET,determiner
لومړځل,X,other
نه,PRT,particle
دی,VERB,verb
چې,PRT,particle
پاکستان,NOUN,proper noun
د,X,other
ترهګرو,X,other
ډلو,X,other
په,PRT,particle
ملاتړ,X,other
تورنیږي,NOUN,noun
.,PUNCT,punctuation
پاکستان,NOUN,proper noun
که,PRT,particle
څه,X,other
هم,ADP,adposition
له,PRT,particle
طالبانو,NOUN,proper noun
سره,ADP,adposition
د,X,other
اړیکو,X,other
خبره,X,other
نه,PRT,particle
ده,VERB,verb
رد,VERB,verb
کړې,NOUN,noun
خو,CONJ,coordinating conjunction
د,X,other
ترهګرۍ,X,other
د,X,other
ملاتړ,X,other
رپوټونه,NOUN,noun
یې,ADP,adposition
رد,VERB,verb
کړي,VERB,verb
دي,VERB,verb
.,PUNCT,punctuation
۴,PUNCT,punctuation
چنګاښ,NOUN,noun
۱۳۹۹,NOUN,noun
-,PUNCT,punctuation
۲۴,PUNCT,punctuation
جون,NOUN,noun
ار,X,other
سي,X,other
یا,CONJ,coordinating conjunction
د,X,other
ژغورنې,X,other
نړیواله,ADJ,adjective
کمېټه,X,other
په,PRT,particle
یوه,DET,determiner
رپوټ,NOUN,noun
کې,PRT,particle
وایي,X,other
،,PUNCT,punctuation
د,X,other
نړیوال,ADJ,adjective
اوسط,ADJ,adjective
پرتله,NOUN,noun
افغانستان,NOUN,proper noun
کې,PRT,particle
د,X,other
نارینه,NOUN,noun
وو,X,other
او,CONJ,coordinating conjunction
مېرمنو,CONJ,coordinating conjunction
د,X,other
کورونا,NOUN,proper noun
وېروس,NOUN,noun
د,X,other
مثبتو,X,other
پېښو,X,other
ترمنځ,ADP,adposition
لوی,X,other
توپیر,ADJ,adjective
شته,X,other
،,PUNCT,punctuation
چې,PRT,particle
په,PRT,particle
وینا,X,other
یې,ADP,adposition
افغانستان,NOUN,proper noun
او,CONJ,coordinating conjunction
پاکستان,NOUN,proper noun
کې,PRT,particle
ښځې,NOUN,noun
د,X,other
سړیو,X,other
پرتله,NOUN,noun
طبي,NOUN,noun
ازموینې,ADJ,adjective
ته,PRT,particle
کم,ADJ,adjective
لاسرسی,ADJ,adjective
لري,VERB,verb
.,PUNCT,punctuation
د,X,other
ای,X,other
ار,X,other
سي,X,other
په,PRT,particle
رپوټ,NOUN,noun
کې,PRT,particle
راغلي,VERB,verb
،,PUNCT,punctuation
پاکستان,NOUN,proper noun
د,X,other
نړۍ,NOUN,noun
هغه,PRON,pronoun
دویم,PRON,pronoun
هېواد,X,other
دی,VERB,verb
چې,PRT,particle
تر,ADP,adposition
ډېره,X,other
د,X,other
کوویډ,NOUN,proper noun
-,PUNCT,punctuation
۱۹,NUM,numeral
د,X,other
ناروغانو,NOUN,noun
ازموینه,NOUN,noun
پکې,ADP,adposition
۷۴,X,other
سلنه,ADJ,adjective
سړو,X,other
ته,PRT,particle
ځانګړې,ADJ,adjective
شوې,VERB,verb
او,CONJ,coordinating conjunction
افغانستان,NOUN,proper noun
کې,PRT,particle
هم,ADP,adposition
د,X,other
کوویډ,NOUN,proper noun
-,PUNCT,punctuation
۱۹,NUM,numeral
ناروغانو,NOUN,noun
ازموینه,NOUN,noun
۷۲,X,other
سلنه,ADJ,adjective
پر,PRT,particle
نارینه,NOUN,noun
وو,X,other
‌,VERB,VERB
پورې,X,other
تړلې,VERB,verb
ده,VERB,verb
،‌,PRON,pronoun
خو,CONJ,coordinating conjunction
په,PRT,particle
نړیواله,ADJ,adjective
کچه,NOUN,noun
دا,DET,determiner
۵۰,X,other
سلنه,ADJ,adjective
ښځې,NOUN,noun
او,CONJ,coordinating conjunction
۵۰,CONJ,coordinating conjunction
سلنه,ADJ,adjective
سړي,X,other
د,X,other
کوویډ,NOUN,proper noun
-,PUNCT,punctuation
۱۹,NUM,numeral
ازموینو,X,other
ته,PRT,particle
لاسرسی,PRON,pronoun
لري,VERB,verb
.*,X,other
کورونا,NOUN,proper noun
وروستۍ,X,other
وبا,NOUN,noun
ده,VERB,verb
که,PRT,particle
نورې,X,other
هم,ADP,adposition
پسې,X,other
راځي,VERB,verb
؟*,X,other
کورونا,NOUN,proper noun
وېروس,NOUN,noun
:,PUNCT,punctuation
په,PRT,particle
ځینې,ADV,adverb
هېوادونو,NOUN,noun
کې,PRT,particle
د,X,other
دویمې,X,other
څپې,X,other
وېره,X,other
*,NOUN,noun
د,X,other
کورونا,NOUN,proper noun
بودیجه,NOUN,noun
کې,PRT,particle
د,X,other
فساد,NOUN,noun
تورونه,NOUN,noun
؛,X,other
ولسمشر,NOUN,noun
غني,NOUN,proper noun
د,X,other
پلټنو,X,other
امر,X,other
وکړپه,NOUN,noun
رپوټ,NOUN,noun
‌,NOUN,noun
کې,PRT,particle
راغلي,VERB,verb
،,PUNCT,punctuation
د,X,other
دوی,X,other
موندنې,NOUN,noun
ښيي,X,other
چې,PRT,particle
ښځې,NOUN,noun
ډېرې,X,other
نه,PRT,particle
ازمویل,X,other
کېږي,VERB,verb
او,CONJ,coordinating conjunction
روغتیايي,CONJ,coordinating conjunction
پالنه,X,other
یې,ADP,adposition
ډېره,VERB,VERB
نه,PRT,particle
کېږي,VERB,verb
،,PUNCT,punctuation
له,PRT,particle
همدې,DET,determiner
امله,X,other
دوی,X,other
ډېرې,NOUN,noun
د,X,other
ناروغۍ,NOUN,noun
ښکار,X,other
کېدای,NOUN,noun
شي,VERB,verb
.,PUNCT,punctuation
ای,PUNCT,punctuation
ار,X,other
سي,X,other
وايي,VERB,verb
،,PUNCT,punctuation
تازه,X,other
موندنې,X,other
یې,ADP,adposition
ښيي,VERB,VERB
چې,PRT,particle
د,X,other
سومالیا,X,other
،,PUNCT,punctuation
پاکستان,NOUN,proper noun
او,CONJ,coordinating conjunction
یمن,NOUN,proper noun
په,PRT,particle
څېر,X,other
د,X,other
جګړو,NOUN,noun
په,PRT,particle
سیمو,X,other
کې,PRT,particle
د,X,other
کورونا,NOUN,proper noun
وېروس,NOUN,noun
اړوندې,X,other
۷۰,X,other
سلنه,ADJ,adjective
پېښې,NOUN,noun
په,PRT,particle
نارینه,NOUN,noun
وو,X,other
پورې,VERB,VERB
تړاو,X,other
لري,VERB,verb
،,PUNCT,punctuation
خو,CONJ,coordinating conjunction
لاهم,CONJ,coordinating conjunction
په,PRT,particle
یادو,X,other
هېوادونو,NOUN,noun
کې,PRT,particle
ازموینې,X,other
ډېرې,X,other
محدودې,X,other
دي,VERB,verb
.,PUNCT,punctuation
په,PRT,particle
دې,PRON,pronoun
موندنو,PRON,pronoun
کې,PRT,particle
ښودل,X,other
شوې,VERB,verb
چې,PRT,particle
پاکستان,NOUN,proper noun
،,PUNCT,punctuation
افغانستان,NOUN,proper noun
،,PUNCT,punctuation
سومالیا,X,other
،‌,X,other
یمن,NOUN,proper noun
،,PUNCT,punctuation
چاډ,X,other
او,CONJ,coordinating conjunction
د,X,other
مرکزي,ADJ,adjective
افریقا,ADJ,adjective
جمهوریت,X,other
کې,PRT,particle
د,X,other
ښځو,X,other
د,X,other
کوویډ,NOUN,proper noun
اړوند,X,other
تایید,X,other
شوې,VERB,verb
پېښې,NOUN,noun
تر,ADP,adposition
۳۰,X,other
سلنې,X,other
هم,ADP,adposition
کمې,X,other
دي,VERB,verb
:,PUNCT,punctuation
·,PUNCT,punctuation
افغانستان,NOUN,proper noun
او,CONJ,coordinating conjunction
سومالیا,CONJ,coordinating conjunction
:,PUNCT,punctuation
ښځې,NOUN,noun
:‌,X,other
۷۲,X,other
٪,X,other
-,PUNCT,punctuation
سړي,PUNCT,punctuation
:,PUNCT,punctuation
۲۸,PUNCT,punctuation
یمن,NOUN,proper noun
:,PUNCT,punctuation
سړي,PUNCT,punctuation
:,PUNCT,punctuation
۷۵,PUNCT,punctuation
٪,X,other
پېښې,NOUN,noun
–,PUNCT,punctuation
ښځې,NOUN,noun
:,PUNCT,punctuation
۲۵,PUNCT,punctuation
٪,X,other
·,PUNCT,punctuation
پاکستان,NOUN,proper noun
چاډ,NOUN,noun
او,CONJ,coordinating conjunction
مرکزي,ADJ,adjective
افریقا,ADJ,adjective
جمهوریت,X,other
–,PUNCT,punctuation
سړی,X,other
:,PUNCT,punctuation
۷۵,PUNCT,punctuation
٪,X,other
-,PUNCT,punctuation
ښځې,NOUN,noun
۲۶,X,other
٪,X,other
د,X,other
ای,X,other
ار,X,other
سي,X,other
د,X,other
بېړنیو,X,other
روغتیايي,X,other
چارو,X,other
تخنیکي,X,other
سلاکار,X,other
س,NOUN,noun
‍,X,other
ټرسي,X,other
میرنس,X,other
وايي,VERB,verb
:,PUNCT,punctuation
"""",PUNCT,punctuation
دا,DET,determiner
معلومات,X,other
ډاګیزوي,NOUN,noun
چې,PRT,particle
د,X,other
ای,X,other
ار,X,other
سي,X,other
د,X,other
کار,NOUN,noun
په,PRT,particle
ډېری,X,other
ساحو,X,other
کې,PRT,particle
د,X,other
ښځو,X,other
د,X,other
کوویډ,NOUN,proper noun
-,PUNCT,punctuation
۱۹,NUM,numeral
ناروغۍ,NOUN,noun
ازموینې,X,other
کېږي,VERB,verb
،,PUNCT,punctuation
خو,CONJ,coordinating conjunction
په,PRT,particle
جنګي,X,other
سیمو,ADJ,adjective
کې,PRT,particle
ښځې,NOUN,noun
او,CONJ,coordinating conjunction
سړي,CONJ,coordinating conjunction
دواړه,X,other
روغتیايي,PRON,pronoun
مرکزونو,X,other
ته,PRT,particle
په,PRT,particle
لاسرسي,X,other
کې,PRT,particle
له,PRT,particle
لویو,X,other
ننګونو,X,other
سره,ADP,adposition
مخامخ,ADV,adverb
دي,VERB,verb
د,X,other
افغانستان,NOUN,proper noun
د,X,other
عامې,X,other
روغتیا,NOUN,noun
وزارت,NOUN,noun
وايي,VERB,verb
،,PUNCT,punctuation
د,X,other
جون,NOUN,noun
تر,ADP,adposition
۲۳مې,X,other
یې,ADP,adposition
د,X,other
۶۶,X,other
٫,PUNCT,punctuation
۸۰۰,X,other
کسانو,NOUN,noun
د,X,other
کورونا,NOUN,proper noun
وېروس,NOUN,noun
ازموینې,X,other
کړې,X,other
دي,VERB,verb
،,PUNCT,punctuation
چې,PRT,particle
تر,ADP,adposition
اوسه,X,other
یې,ADP,adposition
د,X,other
۲۹,X,other
٫,PUNCT,punctuation
۴۸۱,X,other
پایلې,X,other
مثبتې,X,other
ختلې,X,other
،,PUNCT,punctuation
۱۹,NUM,numeral
٫,PUNCT,punctuation
۶۰۳,X,other
لاهم,X,other
ناروغان,X,other
دي,VERB,verb
او,CONJ,coordinating conjunction
۹,CONJ,coordinating conjunction
٫,PUNCT,punctuation
۲۶۰,X,other
بېرته,X,other
رغېدلي,X,other
او,CONJ,coordinating conjunction
تر,ADP,adposition
اوسه,X,other
د,X,other
کوویډ,NOUN,proper noun
-,PUNCT,punctuation
۱۹,NUM,numeral
ناروغۍ,NOUN,noun
۶۱۸,X,other
ناروغان,X,other
مړه,NOUN,noun
شوي,VERB,verb
دي,VERB,verb
.,PUNCT,punctuation
۳,PUNCT,punctuation
چنګاښ,NOUN,noun
۱۳۹۹,NOUN,noun
-,PUNCT,punctuation
۲۳,PUNCT,punctuation
جون,NOUN,noun
افغانستان,NOUN,proper noun
په,PRT,particle
ختيځ,X,other
کې,PRT,particle
صنعتکاران,NOUN,noun
وايي,VERB,verb
تر,ADP,adposition
راتلونکو,NOUN,noun
دوو,DET,determiner
کلونو,NOUN,noun
پورې,X,other
به,PRT,particle
منځنۍ,PRT,particle
اسيا,NOUN,proper noun
ته,PRT,particle
د,X,other
افغان,NOUN,proper noun
جوړو,NOUN,proper noun
توکيو,X,other
صادرات,X,other
ډېروي,NOUN,noun
.,PUNCT,punctuation
په,PRT,particle
ننگرهار,NOUN,proper noun
کې,PRT,particle
يوې,X,other
کارخونه,NOUN,noun
زراعتي,X,other
ماشينونه,ADJ,adjective
په,PRT,particle
لومړي,X,other
ځل,NOUN,noun
تاجکستان,NOUN,proper noun
ته,PRT,particle
لېږلي,PRON,pronoun
او,CONJ,coordinating conjunction
وايي,VERB,verb
هرکلى,X,other
يې,X,other
شوى,NOUN,noun
دى,X,other
.,PUNCT,punctuation
خو,CONJ,coordinating conjunction
دوى,CONJ,coordinating conjunction
له,PRT,particle
حکومته,X,other
غوښتنه,NOUN,noun
لري,VERB,verb
چې,PRT,particle
د,X,other
پاکستان,NOUN,proper noun
او,CONJ,coordinating conjunction
نورو,DET,determiner
هېوادونو,NOUN,noun
په,PRT,particle
ورته,X,other
مالونو,ADJ,adjective
دې,PRON,pronoun
ماليه,PRON,pronoun
پورته,NOUN,noun
کړي,VERB,verb
چې,PRT,particle
دوى,X,other
نوره,X,other
پانگونه,X,other
وکړي,VERB,verb
.,PUNCT,punctuation
ذبیح,PUNCT,punctuation
الله,NOUN,proper noun
چنګاښ,NOUN,noun
۱۳۹۹,NOUN,noun
-,PUNCT,punctuation
۲۳,PUNCT,punctuation
جون,NOUN,noun
کې,PRT,particle
خلک,NOUN,noun
او,CONJ,coordinating conjunction
ځینې,ADV,adverb
ناروغان,X,other
په,PRT,particle
وروستيو,X,other
اونیو,X,other
کې,PRT,particle
د,X,other
درملو,X,other
د,X,other
بیو,X,other
له,PRT,particle
ډېر,ADJ,adjective
لوړېدو,X,other
شکايت,X,other
کوي,VERB,verb
.,PUNCT,punctuation
دوی,PUNCT,punctuation
وايي,VERB,verb
،,PUNCT,punctuation
عادي,ADJ,adjective
درمل,X,other
،,PUNCT,punctuation
پرستامول,X,other
،,PUNCT,punctuation
سېروم,X,other
،,PUNCT,punctuation
د,X,other
ويټامين,X,other
سي,X,other
ګولۍ,X,other
او,CONJ,coordinating conjunction
ځېنې,CONJ,coordinating conjunction
نور,X,other
درمل,ADJ,adjective
په,PRT,particle
تېر,X,other
کې,PRT,particle
ډېر,ADJ,adjective
او,CONJ,coordinating conjunction
بيې,CONJ,coordinating conjunction
ارزانه,X,other
وې,X,other
،,PUNCT,punctuation
خو,CONJ,coordinating conjunction
اوس,ADV,adverb
څو,ADV,adverb
برابره,X,other
قيمته,X,other
شوي,VERB,verb
او,CONJ,coordinating conjunction
په,PRT,particle
ځېنو,X,other
درملتونونو,X,other
کې,PRT,particle
نه,PRT,particle
موندل,X,other
کېږي,VERB,verb
.,PUNCT,punctuation
رحمان,PUNCT,punctuation
د,X,other
کابل,NOUN,proper noun
يو,X,other
له,PRT,particle
هغه,PRON,pronoun
اوسېدونکو,PRON,pronoun
دی,VERB,verb
چې,PRT,particle
څه,X,other
موده,X,other
وړاندې,ADP,adposition
یې,ADP,adposition
پلار,VERB,VERB
په,PRT,particle
کورونا,NOUN,proper noun
د,X,other
اخته,ADJ,adjective
کېدو,X,other
له,PRT,particle
امله,X,other
په,PRT,particle
افغان,NOUN,proper noun
جاپان,NOUN,proper noun
روغتون,NOUN,noun
کې,PRT,particle
بستري,X,other
او,CONJ,coordinating conjunction
بيا,CONJ,coordinating conjunction
يې,X,other
په,PRT,particle
همدې,DET,determiner
روغتون,NOUN,noun
کې,PRT,particle
ساه,X,other
ور,NOUN,noun
کړه,VERB,verb
.,PUNCT,punctuation
نوموړی,PUNCT,punctuation
وايي,VERB,verb
په,PRT,particle
هغو,PRON,pronoun
ورځو,NOUN,noun
کې,PRT,particle
چې,PRT,particle
پلار,X,other
يې,NOUN,noun
د,X,other
روغتون,NOUN,noun
په,PRT,particle
بستر,X,other
پروت,X,other
و,CONJ,coordinating conjunction
،,PUNCT,punctuation
د,X,other
روغتون,NOUN,noun
شاوخوا,NOUN,noun
ځينې,X,other
درمل,X,other
د,X,other
نه,PRT,particle
منلو,X,other
تر,ADP,adposition
بريده,X,other
قيمته,X,other
و,CONJ,coordinating conjunction
دوه,NUM,numeral
قلمه,NUM,numeral
دوا,X,other
چې,PRT,particle
ما,X,other
چک,PRON,pronoun
کړه,VERB,verb
،,PUNCT,punctuation
قيمت,X,other
یې,ADP,adposition
پنځه,NUM,numeral
سوه,NUM,numeral
افغانۍ,NOUN,noun
و,CONJ,coordinating conjunction
،,PUNCT,punctuation
خو,CONJ,coordinating conjunction
د,X,other
افغان,NOUN,proper noun
جاپان,NOUN,proper noun
روغتون,NOUN,noun
شاوخوا,NOUN,noun
درملتونو,X,other
کې,PRT,particle
په,PRT,particle
۲,X,other
زره,X,other
افغانۍ,X,other
پلورل,NOUN,noun
کېږي,VERB,verb
.,PUNCT,punctuation
د,X,other
کورونا,NOUN,proper noun
لپاره,X,other
ځينې,PRON,pronoun
درمل,X,other
لکه,X,other
پرستامول,NOUN,noun
،,PUNCT,punctuation
ويټامين,X,other
سي,X,other
او,CONJ,coordinating conjunction
اکسیجن,NOUN,noun
بيې,X,other
ډېرې,X,other
لوړې,X,other
دي,VERB,verb
په,PRT,particle
کابل,NOUN,proper noun
کې,PRT,particle
د,X,other
يو,X,other
درملتون,NUM,numeral
څښتن,NOUN,noun
عادل,NOUN,noun
میرزايي,ADJ,adjective
د,X,other
درملو,X,other
د,X,other
بيو,X,other
لوړېدو,X,other
لامل,X,other
د,X,other
خلکو,NOUN,noun
ډېره,X,other
پېرنه,X,other
او,CONJ,coordinating conjunction
غوښتنه,NOUN,noun
او,CONJ,coordinating conjunction
په,PRT,particle
بازار,X,other
کې,PRT,particle
د,X,other
درملو,X,other
کمی,X,other
يادوي,X,other
مخکې,X,other
موږ,X,other
د,X,other
تقویې,X,other
شربت,X,other
ترميتابول,X,other
په,PRT,particle
شپيته,X,other
پېره,X,other
اتيا,X,other
مو,NUM,numeral
پلوره,PRON,pronoun
خو,CONJ,coordinating conjunction
اوس,ADV,adverb
يې,X,other
خپله,NOUN,noun
په,PRT,particle
سل,X,other
افغانۍ,NOUN,noun
اخلو,NOUN,noun
.,PUNCT,punctuation
جوشي,PUNCT,punctuation
ګولۍ,X,other
به,PRT,particle
مو,PRT,particle
مو,PRON,pronoun
پخوا,PRON,pronoun
په,PRT,particle
۴۰,X,other
اخېستې,X,other
اوس,ADV,adverb
یې,ADP,adposition
په,PRT,particle
سل,X,other
اخلو,NOUN,noun
،,PUNCT,punctuation
کله,ADV,adverb
کله,ADV,adverb
لا,X,other
بازار,X,other
کې,PRT,particle
نه,PRT,particle
موندل,X,other
کېږي,VERB,verb
.,PUNCT,punctuation
پرستامول,PUNCT,punctuation
مخکې,X,other
په,PRT,particle
۴,X,other
افغانۍ,X,other
موږ,NOUN,noun
پېرلې,PRON,pronoun
اوس,ADV,adverb
یې,ADP,adposition
قيمت,VERB,VERB
۲۰,NOUN,noun
افغانۍ,X,other
شوی,VERB,verb
دی,VERB,verb
د,X,other
افغانستان,NOUN,proper noun
عامې,NOUN,proper noun
روغتيا,NOUN,noun
وزارت,NOUN,noun
او,CONJ,coordinating conjunction
د,X,other
درملو,X,other
اتحادیې,X,other
د,X,other
درملو,X,other
د,X,other
بيو,X,other
د,X,other
لوړېدو,X,other
لامل,X,other
د,X,other
سيمې,X,other
او,CONJ,coordinating conjunction
نړۍ,NOUN,noun
په,PRT,particle
هېوادونو,NOUN,noun
کې,PRT,particle
د,X,other
کرنتين,X,other
وضيعت,X,other
رامنځته,X,other
کېدل,X,other
او,CONJ,coordinating conjunction
هېوادونو,NOUN,noun
ترمنځ,ADP,adposition
ځمکنيو,X,other
،,PUNCT,punctuation
هوايي,X,other
او,CONJ,coordinating conjunction
بحري,CONJ,coordinating conjunction
لارو,ADJ,adjective
تړل,X,other
کېدل,VERB,VERB
بولي,VERB,VERB
.,PUNCT,punctuation
خو,CONJ,coordinating conjunction
د,X,other
افغانستان,NOUN,proper noun
د,X,other
درمليزو,X,other
خدمتونو,X,other
د,X,other
ټولنې,NOUN,noun
مشر,NOUN,noun
نعمت,ADJ,adjective
الله,NOUN,proper noun
تواب,NOUN,proper noun
ستانکزی,X,other
يې,X,other
اصل,NOUN,noun
لامل,NOUN,noun
پر,PRT,particle
درملو,X,other
اخېستلو,X,other
د,X,other
خلکو,NOUN,noun
د,X,other
ګڼې,X,other
ګوڼې,X,other
جوړېده,X,other
ګڼي,X,other
.,PUNCT,punctuation
په,PRT,particle
همدې,DET,determiner
حال,NOUN,noun
کې,PRT,particle
د,X,other
روغتيا,NOUN,noun
وزارت,NOUN,noun
په,PRT,particle
نړېواله,X,other
کچه,NOUN,noun
د,X,other
درملو,X,other
د,X,other
بيو,X,other
لوړېدو,X,other
او,CONJ,coordinating conjunction
افغانستان,NOUN,proper noun
سره,ADP,adposition
د,X,other
لارو,X,other
تړل,X,other
کېدو,VERB,VERB
له,PRT,particle
امله,X,other
د,X,other
درملو,X,other
د,X,other
قيمته,X,other
کېدو,X,other
په,PRT,particle
منلو,X,other
سره,ADP,adposition
له,PRT,particle
خلکو,NOUN,noun
غواړي,X,other
،,PUNCT,punctuation
چې,PRT,particle
په,PRT,particle
لوړه,X,other
بيه,NOUN,noun
د,X,other
درملو,X,other
د,X,other
پلورونکو,X,other
په,PRT,particle
نښه,X,other
کېدو,NOUN,noun
کې,PRT,particle
ورسره,X,other
مرسته,X,other
